name,salary,team,position,versus,ceiling,ceil/$,floor,fl/$,projected,proj/$,in/out,,"=sumif(l2:l400,""=1"",b2:b400)",=max(m2:n400)
Paul George,8700,OKC,SF,DAL,51.35,5.90230,27.65,3.17816,39.5,4.54023,0
Russell Westbrook,11600,OKC,PG,DAL,66.708,5.75069,44.472,3.83379,55.59,4.79224,0
Alex Abrines,3600,OKC,SG,DAL,19.1922,5.33117,2.8678,0.796611,11.03,3.06389,0
Jerami Grant,3900,OKC,PF,DAL,23.9841,6.14977,10.0359,2.57331,17.01,4.36154,0
Myke Henry,3500,MEM,SG,PHO,18.4236,5.26389,5.1964,1.48469,11.81,3.37429,0
Ivan Rabb,3800,MEM,PF,PHO,31.6306,8.32384,3.9094,1.02879,17.77,4.67632,0
Mario Chalmers,3500,MEM,PG,PHO,25.095,7.17,8.365,2.39,16.73,4.78,0
Andrew Harrison,6000,MEM,PG,PHO,44.688,7.448,14.112,2.352,29.4,4.9,0
Jarell Martin,4100,MEM,PF,PHO,38.0411,9.27832,10.4189,2.54120,24.23,5.90976,0
Ben McLemore,3500,MEM,SG,PHO,19.1984,5.48526,3.5216,1.00617,11.36,3.24571,0
Raymond Felton,3700,OKC,PG,DAL,18.0815,4.88689,6.8585,1.85365,12.47,3.37027,0
Patrick Patterson,3500,OKC,PF,DAL,15.8436,4.52674,3.7164,1.06183,9.78,2.79429,0
Wesley Matthews,4700,DAL,SG,OKC,28.9938,6.16889,13.0262,2.77153,21.01,4.47021,0
Yogi Ferrell,4300,DAL,PG,OKC,28.1445,6.54523,10.6755,2.48267,19.41,4.51395,0
Dennis Smith Jr.,6000,DAL,PG,OKC,37.6596,6.2766,19.4004,3.2334,28.53,4.755,0
Dirk Nowitzki,5400,DAL,PF,OKC,31.92,5.91111,16.08,2.97778,24,4.44444,0
Harrison Barnes,5900,DAL,SF,OKC,33.075,5.60593,19.845,3.36356,26.46,4.48475,0
Steven Adams,7600,OKC,C,DAL,45.9648,6.048,25.8552,3.402,35.91,4.725,0
Terrance Ferguson,3500,OKC,SG,DAL,8.622,2.46343,0.958,0.273714,4.79,1.36857,0
Josh Huestis,3500,OKC,SF,DAL,20.658,5.90229,4.382,1.252,12.52,3.57714,0
Carmelo Anthony,5800,OKC,PF,DAL,37.804,6.51793,20.356,3.50966,29.08,5.01379,0
Dillon Brooks,4400,MEM,SF,PHO,33.004,7.50091,11.596,2.63545,22.3,5.06818,0
JaMychal Green,5300,MEM,PF,PHO,38.5169,7.26734,16.9031,3.18926,27.71,5.22830,0
Ian Mahinmi,3900,WAS,C,GSW,21.7626,5.58015,4.4574,1.14292,13.11,3.36154,0
Tim Frazier,3500,WAS,PG,GSW,17.0338,4.8668,4.1262,1.17891,10.58,3.02286,0
Tomas Satoransky ,6900,WAS,PG,GSW,47.8716,6.93791,10.5084,1.52296,29.19,4.23043,0
Jodie Meeks,3500,WAS,SG,GSW,13.8876,3.96789,3.1524,0.900686,8.52,2.43429,0
Kelly Oubre,5000,WAS,SF,GSW,33.8118,6.76236,14.1482,2.82964,23.98,4.796,0
Mike Scott,3500,WAS,PF,GSW,16.416,4.69029,4.104,1.17257,10.26,2.93143,0
Stephen Curry,9300,GSW,PG,WAS,54.6073,5.87175,35.6527,3.83362,45.13,4.85269,0
Marcin Gortat,4700,WAS,C,GSW,29.2595,6.22543,12.8405,2.73202,21.05,4.47872,0
Otto Porter,7200,WAS,SF,GSW,48.8658,6.78692,21.9542,3.04919,35.41,4.91806,0
Markieff Morris,5500,WAS,PF,GSW,39.057,7.10127,16.343,2.97145,27.7,5.03636,0
Bradley Beal,8500,WAS,SG,GSW,53.1168,6.24904,27.3632,3.2192,40.24,4.73412,0
Elfrid Payton,7300,PHO,PG,MEM,50.3338,6.89504,23.1462,3.17071,36.74,5.03288,0
Alex Len,4900,PHO,C,MEM,41.8068,8.532,15.0732,3.07616,28.44,5.80408,0
Troy Daniels,3500,PHO,SG,MEM,23.4468,6.69909,4.6332,1.32377,14.04,4.01143,0
Brice Johnson,3500,MEM,PF,PHO,4.1325,1.18071,1.5675,0.447857,2.85,0.814286,0
Marc Gasol,7200,MEM,C,PHO,50.463,7.00875,29.637,4.11625,40.05,5.5625,0
Dragan Bender,4000,PHO,PF,MEM,26.499,6.62475,5.621,1.40525,16.06,4.015,0
Josh Jackson,5100,PHO,SF,MEM,39.3355,7.71284,12.7645,2.50284,26.05,5.10784,0
Devin Booker,8700,PHO,SG,MEM,50.8193,5.84130,25.6007,2.94261,38.21,4.39195,0
TJ Warren,7100,PHO,SF,MEM,47.2102,6.64932,21.7098,3.05772,34.46,4.85352,0
Marquese Chriss,3800,PHO,PF,MEM,24.7401,6.51055,7.5999,1.99997,16.17,4.25526,0
Nerlens Noel,3500,DAL,C,OKC,14.8326,4.23789,1.9274,0.550686,8.38,2.39429,0
J.J. Barea,6500,DAL,PG,OKC,39.4572,6.07034,20.7828,3.19735,30.12,4.63385,0
Clint Capela,7700,HOU,C,LAC,45.924,5.96416,25.276,3.28260,35.6,4.62338,0
Luc Richard Mbah a Moute,4200,HOU,PF,LAC,22.8916,5.45038,7.4284,1.76867,15.16,3.60952,0
Joe Johnson,3500,HOU,SF,LAC,18.4909,5.28311,6.3291,1.80831,12.41,3.54571,0
