name,salary,team,position,versus,ceiling,ceil/$,floor,fl/$,projected,proj/$,in/out,,"=sumif(l2:l400,""=1"",b2:b400)",=max(m2:n400)
Donovan Mitchell,7500,UTA,SG,MEM,44.3332,5.91109,20.3868,2.71824,32.36,4.31467,0
Raulzinho Neto,3500,UTA,PG,MEM,12.4256,3.55017,1.6944,0.484114,7.06,2.01714,0
Derrick Favors,5500,UTA,PF,MEM,36.8016,6.6912,17.3184,3.1488,27.06,4.92,0
Joe Ingles,4700,UTA,SF,MEM,26.5848,5.65634,13.6952,2.91387,20.14,4.28511,0
Ricky Rubio,7600,UTA,PG,MEM,44.643,5.87408,20.057,2.63908,32.35,4.25658,0
Rodney Hood,5100,UTA,SG,MEM,29.8768,5.85820,12.2032,2.39278,21.04,4.12549,0
Jonas Jerebko,3500,UTA,PF,MEM,13.168,3.76229,3.292,0.940571,8.23,2.35143,0
Royce O'Neale,4000,UTA,SF,MEM,30.114,7.5285,3.346,0.8365,16.73,4.1825,0
JaMychal Green,4600,MEM,PF,UTA,30.4278,6.61474,12.7322,2.76787,21.58,4.69130,0
Dillon Brooks,4100,MEM,SF,UTA,30.225,7.37195,10.075,2.45732,20.15,4.91463,0
Marc Gasol,9400,MEM,C,UTA,51.4875,5.47739,30.8925,3.28644,41.19,4.38191,0
Rudy Gobert,7400,UTA,C,MEM,46.9938,6.35051,23.1462,3.12786,35.07,4.73919,0
Joe Johnson,3600,UTA,SF,MEM,15.1392,4.20533,4.7808,1.328,9.96,2.76667,0
DeAndre Liggins,3500,NOP,SG,IND,28.4592,8.1312,5.4208,1.5488,16.94,4.84,0
Darius Miller,3600,NOP,SF,IND,17.1666,4.7685,5.2734,1.46483,11.22,3.11667,0
Rajon Rondo,4800,NOP,PG,IND,26.8821,5.60044,8.2579,1.72040,17.57,3.66042,0
Emeka Okafor,3500,NOP,C,IND,0,0,0,0,4.01,1.14571,0
Joseph Young,3700,IND,PG,NOP,35.154,9.50108,3.906,1.05568,19.53,5.27838,0
Lance Stephenson,5600,IND,SF,NOP,33.3504,5.95543,12.9696,2.316,23.16,4.13571,0
Bojan Bogdanovic,5800,IND,SF,NOP,30.4733,5.25402,12.1467,2.09426,21.31,3.67414,0
Cory Joseph,4900,IND,PG,NOP,33.9387,6.92627,14.2013,2.89822,24.07,4.91224,0
Nikola Mirotic,7200,NOP,PF,IND,48.1275,6.68438,23.1725,3.21840,35.65,4.95139,0
Jrue Holiday,7600,NOP,SG,IND,48.1664,6.33768,27.0936,3.56495,37.63,4.95132,0
E'Twaun Moore,4500,NOP,SF,IND,29.376,6.528,13.824,3.072,21.6,4.8,0
Ian Clark,3700,NOP,PG,IND,22.3326,6.03584,3.7874,1.02362,13.06,3.52973,0
Mike James,3500,NOP,PG,IND,5.7288,1.6368,1.7112,0.488914,3.72,1.06286,0
Cheick Diallo,3800,NOP,PF,IND,23.4848,6.18021,2.7552,0.725053,13.12,3.45263,0
Mario Chalmers,3600,MEM,PG,UTA,24.0784,6.68844,8.2416,2.28933,16.16,4.48889,0
Andrew Harrison,5100,MEM,PG,UTA,37.0705,7.26873,12.0295,2.35873,24.55,4.81373,0
Marquese Chriss,4800,PHO,PF,SAS,30.3858,6.33038,9.3342,1.94462,19.86,4.1375,0
Josh Jackson,5900,PHO,SF,SAS,38.805,6.57712,12.935,2.19237,25.87,4.38475,0
TJ Warren,6800,PHO,SF,SAS,42.5111,6.25163,19.5489,2.87484,31.03,4.56324,0
Tony Parker,3800,SAS,PG,PHO,21.308,5.60737,9.132,2.40316,15.22,4.00526,0
Manu Ginobili,4300,SAS,SG,PHO,31.1331,7.24026,8.5269,1.983,19.83,4.61163,0
Darrun Hilliard,3500,SAS,SG,PHO,4.374,1.24971,0.486,0.138857,2.43,0.694286,0
Tyler Ulis,4400,PHO,PG,SAS,26.828,6.09727,8.472,1.92545,17.65,4.01136,0
Dragan Bender,3800,PHO,PF,SAS,28.1985,7.42066,5.9815,1.57408,17.09,4.49737,0
Josh Gray,3500,PHO,PG,SAS,0,0,0,0,14.85,4.24286,0
Alec Peters,3500,PHO,PF,SAS,8.3643,2.3898,3.0157,0.861629,5.69,1.62571,0
Jared Dudley,3500,PHO,PF,SAS,18.666,5.33314,2.074,0.592571,10.37,2.96286,0
Troy Daniels,3600,PHO,SG,SAS,21.8736,6.076,4.1664,1.15733,13.02,3.61667,0
Alex Len,4600,PHO,C,SAS,34.6176,7.52557,13.4624,2.92661,24.04,5.22609,0
Danny Green,4800,SAS,SG,PHO,39.0827,8.14223,13.3773,2.78694,26.23,5.46458,0
