Patrick Kane,+850,+850,+116
Alex DeBrincat,+900,+900,+125
Jack Eichel,+1050,+1050,+155
Jeff Skinner,+1050,+1050,+150
Victor Olofsson,+1100,+1100,+163
Jonathan Toews,+1150,+1150,+175
Alexander Nylander,+1300,+1300,+205
Dylan Strome,+1500,+1500,+240
Drake Caggiula,+1600,+1600,+270
Kirby Dach,+1600,+1600,+255
Dominik Kubalik,+1600,+1600,+270
Brandon Saad,+1600,+1600,+255
Sam Reinhart,+1600,+1600,+265
Andrew Shaw,+1700,+1700,+290
Marcus Johansson,+1700,+1700,+280
Kyle Okposo,+1900,+1900,+310
Jimmy Vesey,+1900,+1900,+310
David Kämpf,+2000,+2000,+335
Conor Sheary,+2000,+2000,+335
Erik Gustafsson (14 Mar 1992),+2200,+2200,+390
Curtis Lazar,+2200,+2200,+360
Casey Mittelstadt,+2200,+2200,+360
Evan Rodrigues,+2200,+2200,+360
John Quenneville,+2500,+2500,+430
Ryan Carpenter,+2800,+2800,+475
Zack Smith,+2800,+2800,+475
Rasmus Dahlin,+2800,+2800,+480
Zemgus Girgensons,+2800,+2800,+480
Johan Larsson (1992),+2800,+2800,+480
Rasmus Ristolainen,+2800,+2800,+480
Adam Boqvist,+2900,+2900,+525
Duncan Keith,+3300,+3300,+575
John Gilmore,+3300,+3300,+600
Colin Miller,+3300,+3300,+600
Brent Seabrook,+3500,+3500,+650
Henri Jokiharju,+3500,+3500,+650
Dennis Gilbert,+4000,+4000,+750
Slater Koekkoek,+4000,+4000,+750
Connor Murphy,+4000,+4000,+750
Olli Määttä,+4000,+4000,+750
Jake McCabe,+4000,+4000,+750
Calvin de Haan,+5000,+5000,+900
Marco Scandella,+5000,+5000,+850
Mark Stone,+1000,+1000,+148
Jonathan Marchessault,+1100,+1100,+170
Max Pacioretty,+1100,+1100,+170
Sean Monahan,+1150,+1150,+180
William Karlsson,+1200,+1200,+190
Reilly Smith,+1200,+1200,+190
Alex Tuch,+1200,+1200,+200
Johnny Gaudreau,+1300,+1300,+205
Matthew Tkachuk,+1400,+1400,+225
Brandon Pirri,+1500,+1500,+255
Paul Stastny,+1500,+1500,+255
Elias Lindholm,+1500,+1500,+245
Cody Eakin,+1700,+1700,+290
Cody Glass,+1700,+1700,+290
Mikael Backlund,+1900,+1900,+320
Tomas Nosek,+2000,+2000,+360
William Carrier,+2200,+2200,+390
Ryan Reaves,+2200,+2200,+390
Nicolas Roy,+2200,+2200,+390
Sam Bennett,+2200,+2200,+390
Michael Frolík,+2200,+2200,+390
Mark Giordano,+2200,+2200,+390
Shea Théodore,+2500,+2500,+475
Milan Lucic,+2500,+2500,+450
Andrew Mangiapane,+2500,+2500,+450
Derek Ryan,+2500,+2500,+450
Mark Jankowski,+2800,+2800,+480
Alan Quine,+2800,+2800,+480
Nick Holden,+3000,+3000,+575
Nate Schmidt,+3500,+3500,+650
Jimmy Schuldt,+3500,+3500,+650
Nicolas Hague,+4000,+4000,+750
Noah Hanifin,+4000,+4000,+700
Rasmus Andersson,+4500,+4500,+800
Oliver Kylington,+4500,+4500,+800
Deryk Engelland,+5000,+5000,+900
Brayden McNabb,+5000,+5000,+900
Travis Hamonic,+5000,+5000,+900
Jon Merrill,+6000,+6000,+1100
Michael Stone,+6000,+6000,+1100
Alexander Ovechkin,+700,+700,-107
T.J. Oshie,+950,+950,+143
Evgeny Kuznetsov,+1150,+1150,+185
Tom Wilson,+1150,+1150,+185
Nicklas Bäckström,+1200,+1200,+205
Jakub Vrána,+1400,+1400,+245
Adam Henrique,+1400,+1400,+230
Rickard Rakell,+1400,+1400,+220
John Carlson,+1500,+1500,+260
Ondrej Kase,+1500,+1500,+240
Jakob Silfverberg,+1600,+1600,+265
Nick Ritchie,+1700,+1700,+295
Lars Eller,+1800,+1800,+325
Carl Hagelin,+1800,+1800,+325
Troy Terry,+1900,+1900,+325
Ryan Getzlaf,+2000,+2000,+350
Sam Steel,+2000,+2000,+350
Travis Boyd,+2200,+2200,+410
Nic Dowd,+2200,+2200,+410
Garnet Hathaway,+2200,+2200,+410
Chandler Stephenson,+2200,+2200,+410
Maxime Comtois,+2200,+2200,+390
Devin Shore,+2400,+2400,+420
Brendan Leipsic,+2500,+2500,+460
Derek Grant,+2800,+2800,+525
Max Jones,+2800,+2800,+480
Carter Rowney,+2800,+2800,+525
Dimitri Orlov,+3000,+3000,+575
Kiefer Sherwood,+3000,+3000,+575
Cam Fowler,+3400,+3400,+600
Michael Del Zotto,+3500,+3500,+700
Josh Manson,+3500,+3500,+700
Michal Kempny,+4000,+4000,+750
