Connor McDavid,+850,+850,+112
Leon Draisaitl,+900,+900,+128
Mike Hoffman,+1000,+1000,+148
James Neal,+1050,+1050,+150
Aleksander Barkov,+1150,+1150,+170
Ryan Nugent-Hopkins,+1300,+1300,+210
Evgeny Dadonov,+1300,+1300,+205
Jonathan Huberdeau,+1300,+1300,+195
Vincent Trocheck,+1600,+1600,+255
Brett Connolly,+1700,+1700,+290
Frank Vatrano,+1700,+1700,+275
Alex Chiasson,+1800,+1800,+295
Tomas Jurco,+1800,+1800,+295
Denis Malgin,+1800,+1800,+310
Sam Gagner,+1900,+1900,+310
Zack Kassian,+1900,+1900,+310
Joakim Nygård,+1900,+1900,+310
Henrik Borgstrom,+2000,+2000,+330
Brian Boyle,+2000,+2000,+330
Aaron Ekblad,+2000,+2000,+360
Colby Cave,+2200,+2200,+360
Markus Granlund,+2200,+2200,+360
Gaëtan Haas,+2200,+2200,+390
Noel Acciari ,+2200,+2200,+380
Darnell Nurse,+2400,+2400,+420
Jayce Hawryluk,+2400,+2400,+420
Dryden Hunt,+2400,+2400,+420
Colton Sceviour,+2400,+2400,+420
Keith Yandle,+2400,+2400,+420
Jujhar Khaira,+2500,+2500,+460
Riley Sheahan,+2500,+2500,+460
Eathan Bear,+2900,+2900,+500
Oscar Klefbom,+2900,+2900,+500
Joel Persson,+2900,+2900,+500
William Lagesson,+3500,+3500,+600
Matthew Benning,+4000,+4000,+700
Michael Matheson,+4000,+4000,+700
Anton Strålman,+4000,+4000,+700
MacKenzie Weegar,+4000,+4000,+700
Kris Russell,+4500,+4500,+800
Mark Pysyk,+5000,+5000,+950
Vladimir Tarasenko,+900,+900,+138
Brayden Schenn,+1000,+1000,+163
Anthony Mantha,+1050,+1050,+165
Dylan Larkin,+1100,+1100,+180
Ryan O'Reilly,+1150,+1150,+188
David Perron,+1300,+1300,+230
Andreas Athanasiou,+1400,+1400,+235
Jaden Schwartz,+1400,+1400,+245
Tyler Bertuzzi,+1600,+1600,+285
Sammy Blais,+1600,+1600,+275
Zachary Sanford,+1700,+1700,+310
Oskar Sundqvist,+1700,+1700,+310
Tyler Bozak,+1800,+1800,+335
Alexander Steen,+1800,+1800,+335
Robert Thomas,+1800,+1800,+335
Evgeny Svechnikov,+1900,+1900,+340
Valtteri Filppula,+2000,+2000,+360
Darren Helm,+2000,+2000,+360
Taro Hirose,+2000,+2000,+360
Ryan Kuffner,+2000,+2000,+360
Robby Fabbri,+2000,+2000,+360
Justin Abdelkader,+2200,+2200,+390
Christoffer Ehn,+2200,+2200,+390
Michael Rasmussen,+2200,+2200,+410
