David Pastrnak,+850,+850,+118
Patrice Bergeron,+1000,+1000,+145
Brendan Gallagher,+1100,+1100,+170
Brad Marchand,+1100,+1100,+165
Max Domi,+1300,+1300,+205
Jake DeBrusk,+1300,+1300,+210
Tomas Tatar,+1500,+1500,+250
Shea Weber,+1600,+1600,+265
Charlie Coyle,+1600,+1600,+275
David Krejci,+1600,+1600,+260
Paul Byron,+1800,+1800,+300
Anders Bjork,+1800,+1800,+310
Sean Kuraly,+1800,+1800,+310
Artturi Lehkonen,+1900,+1900,+320
Nick Suzuki,+1900,+1900,+320
Joel Armia,+2000,+2000,+340
Nick Cousins,+2000,+2000,+340
Phillip Danault,+2000,+2000,+340
Jesperi Kotkaniemi,+2000,+2000,+340
Danton Heinen,+2000,+2000,+360
Jeff Petry,+2200,+2200,+400
David Backes,+2200,+2200,+390
Nate Thompson,+2400,+2400,+430
Matt Grzelcyk,+2400,+2400,+425
Torey Krug,+2400,+2400,+425
Pär Lindholm,+2400,+2400,+425
Joakim Nordström,+2400,+2400,+425
Brett Ritchie,+2400,+2400,+425
Chris Wagner,+2400,+2400,+425
Jordan Weal,+2500,+2500,+475
Charlie McAvoy,+2500,+2500,+460
Victor Mete,+2900,+2900,+510
Mike Reilly,+2900,+2900,+510
Zdeno Chára,+3000,+3000,+550
Cale Fleury,+4000,+4000,+700
Connor Clifton,+4000,+4000,+700
Brett Kulak,+4500,+4500,+850
Urho Vaakanainen,+4500,+4500,+800
Brandon Carlo,+5000,+5000,+950
Ben Chiarot,+5500,+5500,+950
Christian Folin,+5500,+5500,+950
Taylor Hall,+900,+900,+128
Kyle Palmieri,+950,+950,+148
Jason Zucker,+1150,+1150,+188
Zach Parise,+1200,+1200,+195
Nico Hischier,+1300,+1300,+215
Eric Staal,+1300,+1300,+215
Jack Hughes,+1400,+1400,+240
Nikita Gusev,+1500,+1500,+255
Kevin Fiala,+1500,+1500,+245
Mats Zuccarello,+1500,+1500,+260
Blake Coleman,+1600,+1600,+270
Wayne Simmonds,+1600,+1600,+270
Jesper Bratt,+1700,+1700,+310
