David Pastrnak,+750,+750,-103
Patrice Bergeron,+900,+900,+123
Brad Marchand,+1000,+1000,+140
Mike Hoffman,+1150,+1150,+170
Jake DeBrusk,+1200,+1200,+180
Aleksander Barkov,+1300,+1300,+195
David Krejci,+1400,+1400,+225
Jonathan Huberdeau,+1400,+1400,+225
Charlie Coyle,+1500,+1500,+240
Evgeny Dadonov,+1500,+1500,+235
Anders Bjork,+1700,+1700,+275
Sean Kuraly,+1700,+1700,+275
Vincent Trocheck,+1800,+1800,+290
Danton Heinen,+1900,+1900,+320
Frank Vatrano,+1900,+1900,+310
David Backes,+2000,+2000,+340
Brett Connolly,+2000,+2000,+325
Denis Malgin,+2000,+2000,+350
Torey Krug,+2200,+2200,+370
Pär Lindholm,+2200,+2200,+370
Joakim Nordström,+2200,+2200,+370
Brett Ritchie,+2200,+2200,+370
Chris Wagner,+2200,+2200,+370
Henrik Borgstrom,+2200,+2200,+375
Brian Boyle,+2200,+2200,+375
Dryden Hunt,+2200,+2200,+375
Charlie McAvoy,+2400,+2400,+410
Aaron Ekblad,+2400,+2400,+400
Noel Acciari ,+2500,+2500,+430
Zdeno Chára,+2800,+2800,+500
Matt Grzelcyk,+2800,+2800,+500
Jayce Hawryluk,+2800,+2800,+460
Colton Sceviour,+2800,+2800,+460
Dominic Toninato,+2800,+2800,+460
Keith Yandle,+2800,+2800,+460
Connor Clifton,+3500,+3500,+650
Michael Matheson,+4500,+4500,+750
Anton Strålman,+4500,+4500,+750
MacKenzie Weegar,+4500,+4500,+750
Brandon Carlo,+5000,+5000,+850
Josh Brown,+6000,+6000,+1050
Mark Pysyk,+6000,+6000,+1050
Brendan Gallagher,+950,+950,+143
Cam Atkinson,+1050,+1050,+163
Max Domi,+1100,+1100,+175
Tomas Tatar,+1300,+1300,+220
Shea Weber,+1400,+1400,+230
Pierre-Luc Dubois,+1400,+1400,+225
Paul Byron,+1500,+1500,+260
Jonathan Drouin,+1500,+1500,+245
Artturi Lehkonen,+1600,+1600,+280
Nick Suzuki,+1600,+1600,+280
Joel Armia,+1700,+1700,+300
Nick Cousins,+1700,+1700,+300
Phillip Danault,+1700,+1700,+300
Jesperi Kotkaniemi,+1700,+1700,+300
Josh Anderson,+1800,+1800,+300
Gustav Nyquist,+1800,+1800,+300
Oliver Björkstrand,+1900,+1900,+335
Nick Foligno,+1900,+1900,+335
Jeff Petry,+2000,+2000,+350
Boone Jenner,+2000,+2000,+360
Nate Thompson,+2200,+2200,+380
Jordan Weal,+2200,+2200,+410
Emil Bemström,+2200,+2200,+400
Alexander Wennberg,+2200,+2200,+380
Seth Jones,+2400,+2400,+430
Zach Werenski,+2400,+2400,+430
Victor Mete,+2500,+2500,+460
Mike Reilly,+2500,+2500,+460
Jakob Lilja,+2500,+2500,+460
Marko Daňo,+2800,+2800,+500
Riley Nash,+2800,+2800,+500
Cale Fleury,+3400,+3400,+650
Brett Kulak,+4000,+4000,+750
Markus Nutivaara,+4000,+4000,+750
Ben Chiarot,+4500,+4500,+850
Christian Folin,+4500,+4500,+850
David Savard,+4500,+4500,+850
Vladislav Gavrikov,+5000,+5000,+950
Dean Kukan,+5000,+5000,+950
Scott Harrington,+7500,+7500,+1400
Sidney Crosby,+950,+950,+135
Jake Guentzel,+950,+950,+135
Evgeni Malkin,+950,+950,+135
Artemy Panarin,+1050,+1050,+155
Chris Kreider,+1200,+1200,+185
